ID	TAGSEQ
zoloft.Post21.Sentence3	O O O O O O O O O O O O O O O
zoloft.Post21.Sentence4	O O O
zoloft.Post22.Sentence1	B-AE I-AE O B-AE I-AE O B-AE O
zoloft.Post22.Sentence2	B-AE I-AE I-AE O
zoloft.Post22.Sentence3	O O O O
zoloft.Post23.Sentence1	B-AE I-AE I-AE O B-AE O O B-AE I-AE O
zoloft.Post23.Sentence2	B-AE O O O O O O O O O O O O O
zoloft.Post23.Sentence3	O O O O O O O O O O O O O O O O O O O O B-AE O
zoloft.Post23.Sentence4	O O O O O O O O O O O O O O O
zoloft.Post23.Sentence5	O O O O O O O O O O O O O O O O O O O
zoloft.Post23.Sentence6	O O O O O O O O O O O O O O O O
zoloft.Post24.Sentence1	B-AE I-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE O O
zoloft.Post24.Sentence2	O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post24.Sentence3	O O O O O O
zoloft.Post25.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O O O O O O O
zoloft.Post25.Sentence2	O O O O O O O O O O O O O O
zoloft.Post25.Sentence3	O O O O O O O O O O
zoloft.Post26.Sentence1	O O O O O O O O
zoloft.Post26.Sentence2	O O O O
zoloft.Post26.Sentence3	O O O O O
zoloft.Post26.Sentence4	O O B-SSI I-SSI O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post26.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post26.Sentence6	O O O O O O O O O
zoloft.Post26.Sentence7	O O O O O O O O O O O O O O O O O O O O O O B-SSI O O O O O
zoloft.Post26.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post26.Sentence9	O O O O O O O O O O O O O O O O O O O O
zoloft.Post26.Sentence10	O O O O O O O O O O O O O
zoloft.Post27.Sentence1	B-AE I-AE I-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE O
zoloft.Post27.Sentence2	O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O
zoloft.Post27.Sentence3	O O O O O O B-AE O O O O O O O O O O O O O O
zoloft.Post27.Sentence4	O O B-AE I-AE I-AE I-AE O O O O O O O O O
zoloft.Post27.Sentence5	O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post27.Sentence6	O O O O O O O O O O O O B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post28.Sentence1	O O O O B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O
zoloft.Post28.Sentence2	O O O O O O O O O O O
zoloft.Post28.Sentence3	O O O O O O O O
zoloft.Post28.Sentence4	O O O O O O O O O O O O
zoloft.Post29.Sentence1	B-AE I-AE I-AE I-AE O B-AE O
zoloft.Post29.Sentence2	B-AE I-AE I-AE O
zoloft.Post29.Sentence3	O O O O
zoloft.Post29.Sentence4	O O O O O O B-AE I-AE
zoloft.Post30.Sentence1	B-AE O B-AE O B-AE O O O
zoloft.Post31.Sentence1	B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post31.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post31.Sentence3	O O O O O O O O O O O O O O O O
zoloft.Post32.Sentence1	B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE I-AE O
zoloft.Post32.Sentence2	O O O O O O B-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post32.Sentence3	O O O O O O O O O O O O O O O O O
zoloft.Post33.Sentence1	O O O O O O O O O O O O
zoloft.Post33.Sentence2	O O O O O O O
zoloft.Post34.Sentence1	O B-AE I-AE O O B-AE I-AE I-AE O O O O
zoloft.Post35.Sentence1	O O O O O
zoloft.Post35.Sentence2	O O O B-AE I-AE I-AE O
zoloft.Post35.Sentence3	O O O O O O O O O O O O
zoloft.Post35.Sentence4	O O B-AE O O B-AE O O O O O O O O O
zoloft.Post35.Sentence5	O O O O O O
zoloft.Post35.Sentence6	O O O O O O O O O O O O O O O
zoloft.Post35.Sentence7	O O O O O O O O
zoloft.Post36.Sentence1	B-AE B-AE I-AE B-AE B-AE B-AE I-AE B-AE O
zoloft.Post36.Sentence2	O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE O
zoloft.Post36.Sentence3	O O O O O O O O O O O O O O
zoloft.Post36.Sentence4	O O O O O O O O O O O O B-AE I-AE I-AE B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O
zoloft.Post37.Sentence1	B-AE I-AE I-AE I-AE O O O O O
zoloft.Post37.Sentence2	O O O O O O O O O O O O O O B-AE I-AE I-AE O
zoloft.Post37.Sentence3	O O O O O B-AE I-AE O O O O O
zoloft.Post37.Sentence4	O O O O O O O O O O O O O B-AE I-AE I-AE O O O O O O O
zoloft.Post38.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post38.Sentence2	O B-AE I-AE O O
zoloft.Post38.Sentence3	O O O O O O O O O O O O O
zoloft.Post38.Sentence4	O O O O O O O O
zoloft.Post39.Sentence1	O O O O O O O O O O O O O O
zoloft.Post39.Sentence2	B-AE I-AE I-AE I-AE O O O O
zoloft.Post39.Sentence3	O O B-AE O
zoloft.Post39.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post39.Sentence5	O O O O O O O
zoloft.Post39.Sentence6	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post39.Sentence7	O O O O O O O O O
zoloft.Post39.Sentence8	O O O O O
zoloft.Post39.Sentence9	O O O O O O O O O O O O O O
zoloft.Post39.Sentence10	O O O O O O
zoloft.Post40.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE I-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE O B-AE O
zoloft.Post40.Sentence2	O O O O O O O
zoloft.Post40.Sentence3	O O O O O O O O O O O O O O O
zoloft.Post41.Sentence1	B-AE I-AE O B-AE O B-AE I-AE I-AE O O B-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE O O O O O O O O O O
zoloft.Post41.Sentence2	O O O O O O O O O O O O O O
zoloft.Post41.Sentence3	O O O O O O O O O O
zoloft.Post41.Sentence4	O O O O O O O
zoloft.Post42.Sentence1	B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE O
zoloft.Post42.Sentence2	O O O O O O O O O
zoloft.Post42.Sentence3	O O O O
zoloft.Post42.Sentence4	O O O O O O O O O O
zoloft.Post42.Sentence5	O O O O O O O O O O O O O O O O
zoloft.Post42.Sentence6	O O O B-AE I-AE O O B-AE I-AE I-AE O O O O O O
zoloft.Post42.Sentence7	O O O O O O O O O O O B-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O O
zoloft.Post42.Sentence8	O O O O O O O O O O O O O O O O
zoloft.Post42.Sentence9	O O O O O O
zoloft.Post42.Sentence10	O O O O O O O O O O O O O O O O O O O
zoloft.Post43.Sentence1	B-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE O B-AE I-AE I-AE O O O O B-AE I-AE O O B-AE I-AE O B-AE I-AE I-AE O
zoloft.Post43.Sentence2	O O O O B-AE I-AE O
zoloft.Post43.Sentence3	O O O O O O O O O
zoloft.Post43.Sentence4	B-AE I-AE I-AE I-AE O O O O B-AE O
zoloft.Post43.Sentence5	O O O B-AE I-AE O
zoloft.Post44.Sentence1	B-AE I-AE O O O O O O
zoloft.Post44.Sentence2	O O O
zoloft.Post44.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post44.Sentence4	O O O O O O O O O
zoloft.Post44.Sentence5	O
zoloft.Post45.Sentence1	B-AE I-AE O B-AE I-AE O B-AE O B-AE O
zoloft.Post45.Sentence2	O O O O O O O O O O
zoloft.Post45.Sentence3	O B-SSI O O O O O O O O O O O O O O O
zoloft.Post45.Sentence4	O O O O O O O O O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post46.Sentence1	B-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE O B-AE I-AE I-AE O
zoloft.Post46.Sentence2	O O O O O O O O O O O O O O
zoloft.Post46.Sentence3	O O O O O O O O O O O O O O O O O O O O O
zoloft.Post46.Sentence4	O O O B-AE I-AE I-AE I-AE O O B-AE I-AE I-AE O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE O
zoloft.Post46.Sentence5	O O O O O O O O O O O O O O O O O O O O O
zoloft.Post47.Sentence1	B-AE I-AE I-AE O O O O
zoloft.Post47.Sentence2	B-AE I-AE I-AE I-AE O O O O O B-SSI O B-SSI O
zoloft.Post47.Sentence3	O O O O O O
zoloft.Post47.Sentence4	O O O O O O
zoloft.Post47.Sentence5	O O O O O O O O O
zoloft.Post47.Sentence6	O O O O O O O O O O
zoloft.Post48.Sentence1	B-AE I-AE O B-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O
zoloft.Post48.Sentence2	O O O O O O O O O
zoloft.Post48.Sentence3	O O O O O O O O O O O O O O O O O O O O
zoloft.Post48.Sentence4	O O O O O O O O O O
zoloft.Post48.Sentence5	O O O O O O O
zoloft.Post48.Sentence6	O O O O O O O O O
zoloft.Post48.Sentence7	O O O O O O O O O O O O O B-AE O
zoloft.Post49.Sentence1	O O O O O B-AE O
zoloft.Post49.Sentence2	O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE O
zoloft.Post49.Sentence3	O O O O O B-AE I-AE O
zoloft.Post49.Sentence4	O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O
zoloft.Post49.Sentence5	O O O O O O O O O O O O O O O O O O O B-AE I-AE O
zoloft.Post49.Sentence6	O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O
zoloft.Post49.Sentence7	O O O O O O O O O O O O O O O O
zoloft.Post49.Sentence8	O O O O O O O O O O O O
zoloft.Post49.Sentence9	O O O O O O O O O O O O O O O O
zoloft.Post49.Sentence10	O O O O O O O O O O O
zoloft.Post49.Sentence11	O O O O O O O O O O O O
zoloft.Post50.Sentence1	O O B-AE I-AE O O O O O O
zoloft.Post50.Sentence2	O B-AE I-AE I-AE O
zoloft.Post50.Sentence3	O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE O
zoloft.Post50.Sentence4	B-SSI O O O O B-SSI I-SSI O
zoloft.Post51.Sentence1	B-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE O O
zoloft.Post51.Sentence2	B-AE I-AE I-AE O B-AE O B-AE I-AE O B-AE I-AE I-AE O
zoloft.Post51.Sentence3	O O O B-SSI O O O O
zoloft.Post51.Sentence4	O O O O O O O O B-SSI I-SSI O
zoloft.Post51.Sentence5	O O O O O O O O O O O O O O O O O O
zoloft.Post51.Sentence6	O O O O O O O O O O O O O O
zoloft.Post51.Sentence7	O O O O O O O O O O O O O O O O O O O O
zoloft.Post51.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post51.Sentence9	O O O O O O O O O O O O O O
zoloft.Post51.Sentence10	O O O O O O O O O O O O O O O
zoloft.Post51.Sentence11	O B-AE I-AE I-AE I-AE O O O O
zoloft.Post51.Sentence12	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post51.Sentence13	O O O O O B-AE I-AE O O O O O O O O O O O O O
zoloft.Post52.Sentence1	B-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O O O O O O O O O B-AE O B-AE I-AE I-AE O B-AE I-AE I-AE O
zoloft.Post52.Sentence2	O O O O O O O O
zoloft.Post52.Sentence3	O O O O O O O O O O
zoloft.Post52.Sentence4	O O O O O O O O O O O O O O O O O O
zoloft.Post52.Sentence5	O O O O O O O O B-AE O
zoloft.Post52.Sentence6	O O O O O O O O O O O O O
zoloft.Post53.Sentence1	B-AE O B-AE I-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O
zoloft.Post53.Sentence2	O O O O O B-SSI O O O O O O O O O O O O O O O O O O O B-SSI O O O O O O O O
zoloft.Post53.Sentence3	O O O O O O O O O O O O
zoloft.Post53.Sentence4	O O O O O O O O O O B-AE I-AE O B-AE I-AE O O O O O O O O O O O O
zoloft.Post53.Sentence5	O O O O O O O O B-AE I-AE B-AE I-AE O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post53.Sentence6	O O B-AE I-AE I-AE O O O
zoloft.Post53.Sentence7	O O O O O O O O O O O O O O O O O
zoloft.Post53.Sentence8	O O O
zoloft.Post53.Sentence9	O O O O O O O
zoloft.Post54.Sentence1	B-AE I-AE I-AE O
zoloft.Post54.Sentence2	B-AE I-AE I-AE I-AE O B-AE O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE O
zoloft.Post54.Sentence3	O O O O O O O O O
zoloft.Post55.Sentence1	O O O O O O O O O O O O O O O O O
zoloft.Post55.Sentence2	O O O O O O B-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE O
zoloft.Post55.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post55.Sentence4	O O O O O B-SSI O O O O B-AE I-AE O O O O O O O O O O O O
zoloft.Post55.Sentence5	O O O O O O O O O O O O O O O O
zoloft.Post56.Sentence1	B-AE I-AE O O B-AE I-AE I-AE O O O O
zoloft.Post57.Sentence1	B-AE I-AE I-AE O O
zoloft.Post57.Sentence2	O O O O O O O O
zoloft.Post57.Sentence3	B-AE I-AE I-AE I-AE O
zoloft.Post57.Sentence4	O O O O O O O O O O O O
zoloft.Post57.Sentence5	O O O O O O O O O
zoloft.Post57.Sentence6	O O O O O O O O O O O
zoloft.Post57.Sentence7	O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O
zoloft.Post57.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post58.Sentence1	B-AE I-AE I-AE I-AE O
zoloft.Post58.Sentence2	O O O O B-AE O B-AE O
zoloft.Post58.Sentence3	O O O O B-AE I-AE O B-AE I-AE I-AE O
zoloft.Post58.Sentence4	O O O O O O O O O O B-SSI I-SSI O B-SSI O
zoloft.Post58.Sentence5	O O O O O O O O O O O O O O O O
zoloft.Post58.Sentence6	O O O O B-AE I-AE I-AE O O O O O O O O O
zoloft.Post58.Sentence7	O O O O O O O O O O O O O O O
zoloft.Post58.Sentence8	O O O B-SSI O
zoloft.Post58.Sentence9	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post58.Sentence10	O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post59.Sentence1	B-AE O B-AE O B-AE I-AE I-AE I-AE O B-AE O B-AE O B-AE I-AE I-AE O B-AE O B-AE I-AE I-AE O B-AE I-AE I-AE O
zoloft.Post59.Sentence2	O O O O O O O O O O B-AE I-AE O
zoloft.Post59.Sentence3	O B-AE O O O O O O O O O O O O O O
zoloft.Post59.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post59.Sentence5	O O O O O O O O O O O
zoloft.Post59.Sentence6	O B-SSI O O O O O O O O O O O O O O O O O O O O
zoloft.Post60.Sentence1	B-AE B-AE O
zoloft.Post60.Sentence2	O B-AE I-AE O O O
zoloft.Post60.Sentence3	O O O O
zoloft.Post60.Sentence4	O O B-AE I-AE I-AE O B-AE I-AE O
zoloft.Post60.Sentence5	O O B-AE I-AE O B-AE I-AE O O O O
zoloft.Post60.Sentence6	O O O O O O O O
zoloft.Post61.Sentence1	O O B-AE I-AE I-AE O O O O O O O O O O O
zoloft.Post61.Sentence2	O O O O O O O O O O O O O
zoloft.Post61.Sentence3	O O B-AE I-AE O O O O O O O O O O O O O
zoloft.Post61.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post61.Sentence5	O O O O O O O O O O O O O O B-SSI O O O O O O O O B-SSI O
zoloft.Post61.Sentence6	O O O O O O O O O O O O O O O O O
zoloft.Post61.Sentence7	O O O O O O O O O O O O O O O O O
zoloft.Post62.Sentence1	B-AE O O O O O O B-AE I-AE I-AE O
zoloft.Post62.Sentence2	O O O O O O O O O O O O O O O O O O O O O O B-SSI O O O O O O
zoloft.Post62.Sentence3	O O O O O O O O O O O O O O O O O O
zoloft.Post62.Sentence4	O O O O O B-AE I-AE I-AE O O O O O O O O O
zoloft.Post62.Sentence5	O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O
zoloft.Post62.Sentence6	O O O O O O O B-AE I-AE I-AE O
zoloft.Post62.Sentence7	O O O O O O O O
zoloft.Post62.Sentence8	O O O B-AE O O O O O O O O O O B-AE I-AE I-AE O
zoloft.Post62.Sentence9	O O O O O O O O O O O O O O O O O B-SSI I-SSI O O O O O O O O O O O O O O O O
zoloft.Post63.Sentence1	B-AE I-AE I-AE O
zoloft.Post63.Sentence2	B-AE I-AE I-AE I-AE I-AE O
zoloft.Post63.Sentence3	O O O O O B-SSI O O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O
zoloft.Post63.Sentence4	O B-AE I-AE I-AE I-AE I-AE I-AE O O O O
zoloft.Post64.Sentence1	O O O O O O O
zoloft.Post64.Sentence2	O O O O O O
zoloft.Post64.Sentence3	O O O O O O O O
zoloft.Post65.Sentence1	O O O O O O O O B-SSI O B-SSI I-SSI O O O O O O O O O O
zoloft.Post65.Sentence2	O O O O O O O B-AE I-AE I-AE O B-AE O B-AE O O B-AE I-AE I-AE O
zoloft.Post65.Sentence3	O O O O O O O O O O O O O O O O O O O O O
zoloft.Post66.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE O B-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O
zoloft.Post66.Sentence2	O O O O O O O O O O O B-SSI O B-SSI O O O O O O O O O O O O O O O O
zoloft.Post66.Sentence3	O O O O O O O O
zoloft.Post66.Sentence4	O O O O
zoloft.Post66.Sentence5	O O O O O O O
zoloft.Post66.Sentence6	O O O O O O O O O O O
zoloft.Post66.Sentence7	O O O O O O O O O
zoloft.Post66.Sentence8	O O O O O O O O O O O O O O O O
zoloft.Post66.Sentence9	O O O O O O O O O O B-SSI O
zoloft.Post67.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE O
zoloft.Post69.Sentence1	B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE O B-AE O B-AE I-AE O
zoloft.Post69.Sentence2	O O O O O O O O O O O O O B-AE O O O O O O O B-AE O B-AE O
zoloft.Post69.Sentence3	O O O O O O O O O O O O
zoloft.Post69.Sentence4	O O B-SSI I-SSI O O B-SSI I-SSI O O O O O O O O O O O O O O
zoloft.Post70.Sentence1	O O O O O O
zoloft.Post70.Sentence2	O O O O O O O O O O O O O
zoloft.Post70.Sentence3	O O O O O O O O O O O O
zoloft.Post70.Sentence4	O O O O O O O O O O O
zoloft.Post71.Sentence1	B-AE I-AE I-AE O
zoloft.Post71.Sentence2	B-AE I-AE O B-AE O
zoloft.Post71.Sentence3	B-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post71.Sentence4	O O O O O B-SSI O
zoloft.Post71.Sentence5	O O O O O B-AE O O O O O O
zoloft.Post71.Sentence6	O O O O O O O O
zoloft.Post72.Sentence1	B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE O B-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O
zoloft.Post72.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post73.Sentence1	B-AE I-AE O B-AE O B-AE I-AE O B-AE I-AE O
zoloft.Post74.Sentence1	B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O
zoloft.Post74.Sentence2	O O O O O O O O O O O O O O B-SSI O
zoloft.Post74.Sentence3	O O O O O O
zoloft.Post74.Sentence4	O O O B-AE I-AE I-AE I-AE O O O O O O O O O
zoloft.Post74.Sentence5	B-AE I-AE O O
zoloft.Post74.Sentence6	O O O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O
zoloft.Post75.Sentence1	B-AE I-AE I-AE I-AE O B-AE I-AE O
zoloft.Post75.Sentence2	B-AE I-AE O
zoloft.Post75.Sentence3	B-AE O
zoloft.Post75.Sentence4	O O O O B-SSI I-SSI O O O O O O O O O O O O O O O O O O O
zoloft.Post75.Sentence5	O O O O O O O
zoloft.Post76.Sentence1	O O O O O O O O
zoloft.Post76.Sentence2	B-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post76.Sentence3	O O O B-AE I-AE I-AE O O O O O O O O B-AE I-AE I-AE I-AE O
zoloft.Post76.Sentence4	O B-AE I-AE I-AE O B-AE I-AE O O O O O
zoloft.Post76.Sentence5	O B-AE I-AE I-AE I-AE O
zoloft.Post76.Sentence6	O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post76.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post76.Sentence8	O O O O O O O O O O O O
zoloft.Post76.Sentence9	O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post76.Sentence10	O O O O O O O O O O O O O O O O O
zoloft.Post77.Sentence1	O O B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O O O B-AE I-AE O B-AE I-AE I-AE O B-AE O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post77.Sentence2	O O O B-AE O B-AE I-AE I-AE I-AE O
zoloft.Post77.Sentence3	O O O O O O O
zoloft.Post77.Sentence4	O O O O O O O O O O O O O B-SSI O B-SSI O
zoloft.Post77.Sentence5	O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post77.Sentence6	O O B-SSI O O O O O O O O O
zoloft.Post77.Sentence7	O B-SSI O O O O O O O
zoloft.Post77.Sentence8	O O O O O O O O O O O O O
zoloft.Post77.Sentence9	O O O O B-AE I-AE I-AE O O O
zoloft.Post77.Sentence10	O O B-AE I-AE I-AE O O B-AE I-AE O
zoloft.Post77.Sentence11	O O O O O B-AE I-AE O
zoloft.Post78.Sentence1	B-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE O
zoloft.Post78.Sentence2	O O B-SSI O B-AE I-AE I-AE I-AE I-AE I-AE
zoloft.Post79.Sentence1	O O O O O
zoloft.Post80.Sentence1	B-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O
zoloft.Post80.Sentence2	O B-SSI O O O O O O
zoloft.Post80.Sentence3	O O O O O O O O O O O O O O O O
zoloft.Post80.Sentence4	O O O O O O O O
zoloft.Post80.Sentence5	O O O O O O
zoloft.Post81.Sentence1	B-AE I-AE I-AE O
zoloft.Post82.Sentence1	B-AE I-AE O B-AE O B-AE I-AE I-AE O O B-AE I-AE O
zoloft.Post82.Sentence2	O O O O O O B-SSI I-SSI
zoloft.Post82.Sentence3	O O O O O B-SSI O O O O O O O O O O B-SSI O
zoloft.Post82.Sentence4	O O O B-AE I-AE I-AE O
zoloft.Post82.Sentence5	O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O
zoloft.Post82.Sentence6	O O O O O O O O B-AE I-AE O O O
zoloft.Post82.Sentence7	O O O O O O B-SSI
zoloft.Post83.Sentence1	O O O O O O O O
zoloft.Post83.Sentence2	O O O O O B-AE I-AE I-AE I-AE O O O O O O O O O
zoloft.Post83.Sentence3	O O B-AE I-AE I-AE I-AE O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O B-AE I-AE I-AE I-AE O O O O O O O O
zoloft.Post83.Sentence4	O O O O O O B-SSI I-SSI I-SSI O O O B-SSI O O
zoloft.Post83.Sentence5	O O O O
zoloft.Post84.Sentence1	O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post84.Sentence2	O O O O O O O O O O O O O O O
zoloft.Post84.Sentence3	O O O O O O O O O O O
zoloft.Post84.Sentence4	O O O O
zoloft.Post84.Sentence5	O O O O O O
zoloft.Post85.Sentence1	B-AE I-AE I-AE O B-AE O B-AE O B-AE O B-AE I-AE O B-AE O B-AE I-AE O
zoloft.Post85.Sentence2	O O O O O O O O
zoloft.Post85.Sentence3	O O O O O O O O O O O O
zoloft.Post85.Sentence4	O B-SSI O O O O O B-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE O
zoloft.Post85.Sentence5	O O O O O O O O O O O B-AE I-AE I-AE O O O O O O O O
zoloft.Post85.Sentence6	O O O B-AE I-AE I-AE O O O O B-AE O O O O O O
zoloft.Post85.Sentence7	O O B-AE I-AE O O O O O O O O O O O O O
zoloft.Post85.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post85.Sentence9	O O O O O O O O B-AE I-AE O O O O
zoloft.Post86.Sentence1	O O O O O O O O O O O O O O O O O O O O O
zoloft.Post86.Sentence2	O O O O O O O O
zoloft.Post86.Sentence3	B-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post86.Sentence4	O O O O O O O O O O O O O O O B-AE I-AE O O B-AE I-AE I-AE I-AE O
zoloft.Post86.Sentence5	O O O O O
zoloft.Post86.Sentence6	B-AE I-AE O O O O O O O
zoloft.Post86.Sentence7	B-AE I-AE O
zoloft.Post86.Sentence8	O O
zoloft.Post86.Sentence9	O O O O O O O O O O O O O O O O O O O O O O O O
zoloft.Post86.Sentence10	O O O O O O O O O O O O O O O B-SSI I-SSI I-SSI O B-SSI O B-SSI O O O O O
zoloft.Post86.Sentence11	O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O O
zoloft.Post86.Sentence12	O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
zoloft.Post86.Sentence13	O O O O O O O O O O O O O O O O O O O O O
zoloft.Post86.Sentence14	O O O O O O O O O O O O O O O O O O O
zoloft.Post86.Sentence15	O O O O O O O O O
zoloft.Post86.Sentence16	O O O O O O O O O O O O O
zoloft.Post86.Sentence17	O B-AE O B-AE O O O O O O O O O
zoloft.Post86.Sentence18	O O O O O O O O O O O O O O O O O O O O O B-AE I-AE O B-AE O B-AE O
zoloft.Post86.Sentence19	O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE O
zoloft.Post87.Sentence1	B-AE O B-AE I-AE O B-AE I-AE I-AE O
zoloft.Post87.Sentence2	O O O B-SSI O
zoloft.Post87.Sentence3	O O O O O O O O O O O O O O O
zoloft.Post87.Sentence4	O O O O O
zoloft.Post87.Sentence5	O O O O O O O O O O O O O O O O O O O O
zoloft.Post87.Sentence6	O O O O
zoloft.Post87.Sentence7	O O O O
zoloft.Post88.Sentence1	B-AE I-AE I-AE I-AE O
zoloft.Post88.Sentence2	B-AE I-AE I-AE I-AE
