ID	SENTENCE
zoloft.Post91.Sentence2	worked wonderfully in the beginning.
zoloft.Post91.Sentence3	took away all the depression I was experiencing for three months.
zoloft.Post91.Sentence4	after 2 years, I built up a tolerance and had to increase it from 50 mg to 100 mg. the depression was creeping back again.
zoloft.Post91.Sentence5	I found nutritional supplements to deal with the depression .
zoloft.Post91.Sentence6	I am still on 25mg of Zoloft b/c it is IMPOSSIBLE to come off of.
zoloft.Post91.Sentence7	withdrawal is HORRIBLE!
zoloft.Post91.Sentence8	It does nothing for the depression anymore but my body is too used to it to stop it
zoloft.Post92.Sentence1	dry mouth , increased sweating , sexual problems (libido and ability).
zoloft.Post92.Sentence2	I was taking 200mg every morning, however I now only take 50mg as I am trying to get my sexual problems to improve.
zoloft.Post92.Sentence3	In addition, I am taking 300mg of wellbutrin, soon 450mg, and I am feeling sexual again.
zoloft.Post92.Sentence4	It has also helped me out of a deep depression that zoloft could not do.
zoloft.Post92.Sentence5	I love the extra energy!
zoloft.Post92.Sentence6	I also take klonopin 1mg 3 times daily.
zoloft.Post93.Sentence1	No appetite I went 3 days without eating and didn't realise until my partner was ramming a sandwich down me, now just a smaller appetite and still forget to eat .
zoloft.Post93.Sentence2	Blurred vision , diarrhoea , nausea , heart burn , hyper / wired can stay awake for 48hr s so have to take a sedative to sleep , insomnia , brain zaps / waves like vertigo but whilst sitting , speech problems and speech block , memory loss , suicidal thoughts with one attempt, dry mouth , involuntary movements like jerking .
zoloft.Post93.Sentence3	Reading through this yes the side effects have been awful and pretty persistent but I'll now explain below.
zoloft.Post93.Sentence4	Basically I anise these tablets no end and take up to 800-1000mg hence all the side effects, but because I abused them so heavily at the start a normal dose now gives me withdrawal which gives all the above side effects.
zoloft.Post93.Sentence5	So they work just don't abuse them or get blinding drunk as trying to kill yourself happens.
zoloft.Post94.Sentence1	with zoloft of 50mg then 100 mg, I experienced a decreased sex drive - and inability to have orgasm .
zoloft.Post94.Sentence2	more tiredness and irritable when I had to get up.
zoloft.Post94.Sentence3	monotone in emotion .
zoloft.Post94.Sentence4	I felt like I existed- monotone .
zoloft.Post94.Sentence5	nothing was funny and nothing made me too upset either.
zoloft.Post94.Sentence6	just shrug my shoulders as my living room curtains caught fire from melted heater wire that sparked.
zoloft.Post94.Sentence7	(not kidding- literally oh well.
zoloft.Post94.Sentence8	ho hum!)
zoloft.Post94.Sentence9	It did only allow me to think about one subject at a time other than my previous 9,846 thoughts in 2 minutes .
zoloft.Post94.Sentence10	(which was good)
zoloft.Post95.Sentence1	Loss of sex drive , manic episodes , trouble sleeping .
zoloft.Post95.Sentence2	Was placed on Zoloft after suicide attempt .
zoloft.Post95.Sentence3	Although side effects were minimal, I started having severe manic episodes after a few weeks - driving 500 miles for no reason , not sleeping for days , etc Eventually I was taken off Zoloft and placed on Lamictal, which is now slowly reducing my manic episodes.
zoloft.Post95.Sentence4	Zoloft helped balance my mood after about a month, but the mania made my life more difficult.
zoloft.Post96.Sentence1	loss of sex drive , increase in anxiety .
zoloft.Post96.Sentence2	not sure if this is going to work.
zoloft.Post96.Sentence3	dr says that it can take up to 8 weeks .
zoloft.Post96.Sentence4	I hope it works soon
zoloft.Post97.Sentence1	none.
zoloft.Post97.Sentence2	It didn't alleviate my depression or anxiety
zoloft.Post98.Sentence1	feel like when i get upset it just makes it worse and i dont feel like myself.
zoloft.Post99.Sentence1	Vivid dreams , night sweats , extreme lethargy , decreased interest in sex , feeling emotionless , nausea .
zoloft.Post99.Sentence2	I felt an almost instant change with this drug, but ended up spending a lot of time in bed feeling tired and indifferent instead of going to class.
zoloft.Post99.Sentence3	I guess that's always better than feeling suicidal , right?
zoloft.Post99.Sentence4	No sex =no good, though.And you'll probably scare your partner away anyway after they realize that you've soaked yourself, your pj's, and the sheets through with night sweats .
zoloft.Post99.Sentence5	After you threw up 30 minutes after taking your pill.
zoloft.Post99.Sentence6	Wellbutrin worked MUCH better!
zoloft.Post100.Sentence1	weight gain , extreme spaciness and forgetfulness, loss of vocabulary , lethargic , cloudy head , lack of concentration .
zoloft.Post100.Sentence2	The first few months i was on Zoloft my depression and anxiety were definitely lifted.
zoloft.Post100.Sentence3	But in the past month, things have a taken a turn.
zoloft.Post100.Sentence4	I'm tired all the time , have gained 10 pounds and can't think straight .
zoloft.Post100.Sentence5	This drug has made me feel really stupid and I find myself at aloss for words quite often - simply because I can't think of the right words to use .
zoloft.Post100.Sentence6	But my overall mood has been much better which I guess is a good thing.
zoloft.Post100.Sentence7	But do i want to be dumb and happy or smart and depressed?
zoloft.Post100.Sentence8	Hmmm.
zoloft.Post100.Sentence9	I saw my doctor today and am going to switch drugs.
zoloft.Post100.Sentence10	I'm a little nervous about the withdrawl from Zoloft after hearing other reports here.
zoloft.Post100.Sentence11	I'll be sure to write back with my experience.
zoloft.Post101.Sentence1	None.
zoloft.Post101.Sentence2	Initially Zoloft was great.
zoloft.Post101.Sentence3	It leveled me out and made coping with circumstances manageable.
zoloft.Post101.Sentence4	I must have developed a tolerance however, as my dosage was increased and now my doc is transitioning me to Lexapro.
zoloft.Post102.Sentence1	for the first 2 weeks, "jittery" , and tired in the day, but these went away totally, still sexual dysfunction .
zoloft.Post102.Sentence2	Works great other than side effects
zoloft.Post103.Sentence1	Sexual side-effects , insomnia .
zoloft.Post103.Sentence2	This medicine works wonderfully for it's intended purpose.
zoloft.Post103.Sentence3	I have switched to 5-htp though since it doesn't have the side-effects of Zoloft.
zoloft.Post103.Sentence4	The 5-HTP is great for mild serotonin disorders.
zoloft.Post103.Sentence5	I did fine at 50 mg ZOloft and fine on supplements too.
zoloft.Post104.Sentence1	night sweats , yawning , vivid dreams (but not bad ones); the first week felt dizzy ; slightly reduced libido but more difficulty in reaching orgasm .
zoloft.Post104.Sentence2	Within a week I felt my energy level increase and depressed / suicidal thoughts decrease.
zoloft.Post104.Sentence3	After a month some of the anxiety and self-destructive urges returned, but I feel more able to manage these episodes and they are less crushing.
zoloft.Post104.Sentence4	Increased dose from 50 to 75 mg, maybe will increase to 100 mg.
zoloft.Post104.Sentence5	I still feel like "myself" but just less miserable and irritable .
zoloft.Post104.Sentence6	I feel tired a lot in the middle of the day but I always have in the winter anyway!
zoloft.Post104.Sentence7	Sex is still enjoyable but it's harder to climax , which is annoying, but I think is getting better with time.
zoloft.Post104.Sentence8	It has really helped for symptoms of depression and with less side affects than I was afraid of.
zoloft.Post104.Sentence9	I recommend it.
zoloft.Post105.Sentence1	stayed awake for the first week or so.
zoloft.Post105.Sentence2	None others.
zoloft.Post105.Sentence3	Don't ever run out.
zoloft.Post105.Sentence4	Cold turkey is dangerous.
zoloft.Post105.Sentence5	After 3 days stopping 100 mg a day, I should not have been behind the wheel.
zoloft.Post105.Sentence6	A whole weekend went by and I didn't know where I was or what time or day it was.
zoloft.Post105.Sentence7	A nurse at the emergency room that checked me vitals, was the only person I remember, beside my two children.
zoloft.Post105.Sentence8	She looked at me and said I was being ridiculous, "Zoloft is a day to day medicine and there is no effects from stopping!"
zoloft.Post105.Sentence9	This was 5 years ago and I will never forget her stupidity or condescending face.
zoloft.Post105.Sentence10	Both my children started laughing at her.
zoloft.Post105.Sentence11	On the positive side, I'm much more relaxed in tense situations.
zoloft.Post105.Sentence12	If I'm cut off in traffic, I don't flip anymore.
zoloft.Post105.Sentence13	I let them in and give a polite wave.
zoloft.Post105.Sentence14	the anger is just not there.
zoloft.Post106.Sentence1	Absolutely no libido !
zoloft.Post107.Sentence1	Dry mouth .
zoloft.Post107.Sentence2	Worse trying to go off it, so I'm still on it.
zoloft.Post108.Sentence1	At first nausea , diareah , shakiness , sleeplessness , brain zaps , muscle twitches , jaw tightness , vivid/ scary dreams , loss of sex drive .
zoloft.Post108.Sentence2	The side effects were like living a second version of my personal hell.
zoloft.Post108.Sentence3	I stuck with it, and now I am realizing what a sad , pathetic , lonley , afraid , antisocial , hermit I used to be.
zoloft.Post108.Sentence4	Now people enjoy being around me.
zoloft.Post108.Sentence5	I am actually funny!
zoloft.Post108.Sentence6	I can make friends.
zoloft.Post108.Sentence7	I miss orgasms , but I like the person I am now a lot better than I was.
zoloft.Post108.Sentence8	I think I will stay on it for a while!
zoloft.Post109.Sentence1	WEIGHT GAIN !
zoloft.Post109.Sentence2	HOLY COW!
zoloft.Post109.Sentence3	allot of weight gain .
zoloft.Post109.Sentence4	The other nasty side effect is if you forget to take it.
zoloft.Post109.Sentence5	You will end up with a light headed feeling and what I call "trailers' meaning that it takes your eyes a second to catch up with your focus .
zoloft.Post110.Sentence1	very low libido , no sex drive , intensified affects of alcohol tremendously , it relieved crying episodes, it helped me get my life back as far as enjoying things.
zoloft.Post111.Sentence1	had no negative side-effects and loved Seratraline.
zoloft.Post111.Sentence2	It has helped me a lot more than earlier meds.
zoloft.Post111.Sentence3	However, I have tried to taper and quit several times and CAN'T.
zoloft.Post111.Sentence4	I become dizzy, nauseus and can't function; feel as though I'm poisoned.
zoloft.Post111.Sentence5	One tiny dose makes all that badness go away in less than 30 minutes!
zoloft.Post111.Sentence6	So, yeah, I know I'm an addict.
zoloft.Post111.Sentence7	TODAY I'd like to know if my recent muscular twitches are related to this medicine.
zoloft.Post111.Sentence8	My belief is that once a person is on a med like this, his/her chemistry is changed, and, s/he can't "revert to the earlier version" of his/herself, so to speak.
zoloft.Post111.Sentence9	One is forever changed and cannot function as expected without the drug.
zoloft.Post112.Sentence1	Initially went cycling like a yo-yo with mild mania and depression .
zoloft.Post112.Sentence2	Had to go up gradually from 12.5 mg every two weeks until I reached 200 mg in a YEAR.
zoloft.Post112.Sentence3	It was stimulating and I was hyper for a few months .
zoloft.Post112.Sentence4	This is the only SSRI that didn't give me gastric side effects.
zoloft.Post112.Sentence5	It felt stimulating and made me hyper for quite a while .
zoloft.Post112.Sentence6	However, having severe depression , I had no choice but to stick with it Slow titration helped a lot.
zoloft.Post112.Sentence7	Didn't have depression under control until I added Lithium 300 mg as adjunct.
zoloft.Post112.Sentence8	Now depression -free for 5 years or so.
zoloft.Post112.Sentence9	To avoid poop-out I have a day off a week.
zoloft.Post113.Sentence1	At first I had super dry mouth and wanted to sleep forever .
zoloft.Post113.Sentence2	That went away and then I had terrible problems reaching orgasm .
zoloft.Post113.Sentence3	After 6 weeks or so my sex drive vanished completely .
zoloft.Post113.Sentence4	My depression was gone until after about 5 months then the Zoloft just stopped working.
zoloft.Post113.Sentence5	I found if I took a year off the Zoloft, it would work again later so that's what I do.
zoloft.Post113.Sentence6	I have tried almost all classes of anti depressants and so far this works the best.
zoloft.Post113.Sentence7	I get all aspects of my life back together; career, social, family, spiritual.
zoloft.Post113.Sentence8	My love life suffers due to the lack of sex but it lets me focus on other areas.
zoloft.Post113.Sentence9	I have been on and off Zoloft for 5 years and found that staying at a dose of 25mg each morning is the best.
zoloft.Post113.Sentence10	Increasing the dose only increased the side effects.
zoloft.Post113.Sentence11	Zoloft let me still feel sad or angry at times, it didn't make me a complacent, happy person.
zoloft.Post113.Sentence12	It helpped me to feel the appropriate feelings for a situation instead of the all consuming feelings of doom and self loathing .
zoloft.Post113.Sentence13	Without antidepressants I am sure I would have kiled myself by now.
zoloft.Post113.Sentence14	No matter what the side effects are it's worth it to get me back on my feet and let me feel good for a change.
zoloft.Post114.Sentence1	greatly decreased libido .
zoloft.Post114.Sentence2	weight loss /maintenance.
zoloft.Post114.Sentence3	seem to have more breakthrough symptoms after 10 years.
zoloft.Post114.Sentence4	Am considering switch.
zoloft.Post114.Sentence5	Lack of interest in sex ruined my marriage .
zoloft.Post115.Sentence1	smile more and laugh more.
zoloft.Post115.Sentence2	Difficulty reaching orgasm , wierd dreams , weight gain .
zoloft.Post115.Sentence3	I no longer cry everyday and think of suicide everyday.
zoloft.Post115.Sentence4	I can still orgasm it just takes longer .
zoloft.Post115.Sentence5	Binge eating like I haven't done since I was a child!
zoloft.Post116.Sentence1	Dizziness , dry mouth , mild sour stomach (no vomitting), slight insomnia , weight loss , mild apathy , decreased sex drive , and fatigue .
zoloft.Post116.Sentence2	I'm a nurse who works on nightshift.
zoloft.Post116.Sentence3	I've always had bouts of depression , I have a history of major anxiety to the point of it being physically painful , and developed OCD over time.
zoloft.Post116.Sentence4	When I switched to nights I became a complete mess.
zoloft.Post116.Sentence5	I could not even lift my head up because of how depressed I felt, and it scared me.
zoloft.Post116.Sentence6	I asked my PNP to give me zoloft, after thinking long and hard.
zoloft.Post116.Sentence7	I was extremely skeptical and afraid to take it, terrified to say the least, because I had a horrible reaction to a few other anti-Ds.
zoloft.Post116.Sentence8	After having it on my nightstand for about a week, I finally started taking the first weeks 25mg and then upped it to 50mg the following week, which I am on now.
zoloft.Post116.Sentence9	I must say that I noticed a dramatic difference- I'm always tired because of night shift, but I feel NO depression .
zoloft.Post116.Sentence10	I find myself able to fully concentrate, despite the slight dizziness and brainfog it gives.
zoloft.Post116.Sentence11	I stated I feel apathy , but I believe its because I feel apathy towards things that used to make me sad and depressed , and anxious .
zoloft.Post116.Sentence12	As far as my OCD , I have less trouble dealing with my intrusive thoughts and am not a nervous wreck following my episodes.
zoloft.Post116.Sentence13	Even though I feel slightly numbed out , I notice I'm more relaxed than I have ever been-the brainfog does not interefere with my patient care and safety.
zoloft.Post116.Sentence14	I have not had to take as much lorazepam 0.5mg PRN like before, that is an improvement.
zoloft.Post116.Sentence15	Honestly, I get nervous about feeling good on this medication and almost believe too-good-to-be-true, but I t
zoloft.Post117.Sentence1	beginning it I was first on "cloud 9" then I leveled off and life was back to normal.
zoloft.Post117.Sentence2	I have gradually incrased dosages and now I take 200mg/day.
zoloft.Post117.Sentence3	again I'm depressed and ho-hum not to mention I've gained 20lbs I wholeheartedly blame on the zoloft.
zoloft.Post117.Sentence4	I feel great otherwise until I hit this low.
zoloft.Post117.Sentence5	Question?
zoloft.Post117.Sentence6	is there a higher dosage of zoloft that brings you back to life after 200mg that my doc.
zoloft.Post117.Sentence7	isnt telling me, or is it time to quit and change?
zoloft.Post117.Sentence8	On occasion for money reasons i run out of my prescription for zoloft and may go days w/out it.
zoloft.Post117.Sentence9	i suffer from upset stomach, headache (always over my lft eye) terrible highs and lows and hot flashes.
zoloft.Post117.Sentence10	is this typical?
zoloft.Post118.Sentence1	Nausea , weight loss in beginning .
zoloft.Post118.Sentence2	0% sex drive , difficulty sleeping , nightmares , profuse sweating .
zoloft.Post118.Sentence3	For the 1st.
zoloft.Post118.Sentence4	time on med in 1993 it worked great for me for about 2 years.
zoloft.Post118.Sentence5	2nd time on med in 1999 it seemed to not even touch my anxiety / depression .
zoloft.Post118.Sentence6	The nightmares and seeing things at night made me opt for another med.
zoloft.Post118.Sentence7	Effexor XR 150 mgs.
zoloft.Post118.Sentence8	has worked wonders on me.
zoloft.Post119.Sentence1	WEIGHT GAIN !, WEIGHT GAIN !, AND WEIGHT GAIN .
zoloft.Post119.Sentence2	That is the only negative thing about the medication.
zoloft.Post119.Sentence3	It didn't make me feel like I was zoned out or numb.
zoloft.Post119.Sentence4	I loved the way I felt while I was taking it.
zoloft.Post119.Sentence5	The weight gain is the only reason I stopped taking it.
zoloft.Post120.Sentence1	Brain fog , derealization / depersonalization , lack of concentration , hard time remembering things .
zoloft.Post120.Sentence2	I had MAJOR panic attacks , obsessive thoughts , intrusive thoughts , general anxiety .
zoloft.Post120.Sentence3	Zoloft is helping.
zoloft.Post120.Sentence4	No weight gain, no extreme side effects.
zoloft.Post120.Sentence5	I just dont like the brain fog and detached feeling.
zoloft.Post121.Sentence1	None worth mentioning.
zoloft.Post121.Sentence2	This medication has turned my life around; I'd been suffering from moderate to severe depression for decades and was afraid to take antidepressents until my doctor convinced me to at least try Zoloft for a while.
zoloft.Post121.Sentence3	It's been about 4 years and I truly feel like a new person.
zoloft.Post122.Sentence1	The first 2 weeks I had a headache, I couldn't stop grinding my teeth and I was a little restless but it all went away.
zoloft.Post122.Sentence2	I currently take 150 mgs and it's great!
zoloft.Post122.Sentence3	It's a great medicine once you get past the side effects!
zoloft.Post123.Sentence1	loss of libido , drowsiness .
zoloft.Post123.Sentence2	Before being prescribed Zoloft I was very depressed and suicidal .
zoloft.Post123.Sentence3	After a few weeks on Zoloft it was amazing to me the way I felt (that is , not constantly depressed ).
zoloft.Post123.Sentence4	I think it did make me sleepy because I was constantly napping , but that may also partly have been carried over from when I was depressed and unmedicated (I slept to avoid how I was feeling ).
zoloft.Post123.Sentence5	After a year or so I realized I didn't have much of a libido anymore and after about 2.5 years on Zoloft I finally changed my medication, but if it wasn't for that side effect, I most likely would have stayed on it.
zoloft.Post124.Sentence1	weight gain and jaw clenching .
zoloft.Post124.Sentence2	The first 3 weeks of Zoloft (25mg), the anxiety had pretty much subsided (the clenched feeling in my chest was gone!
zoloft.Post124.Sentence3	what a relief!)
zoloft.Post124.Sentence4	but no real difference (some good days some bad days) with the depression .
zoloft.Post124.Sentence5	Moved up to 50mg.
zoloft.Post124.Sentence6	At the end of 6 weeks I still felt no difference but my best friend and boyfriend both said they noticed a difference and that I seemed to take things in stride better.
zoloft.Post124.Sentence7	Moved up to 75mg.
zoloft.Post124.Sentence8	Here- sometimes I felt more depressed , lethargic , and would get upset at things that normally wouldnt upset me, or felt too "whatever happens is fine" Went back down to 50mg 2x a week, 25mg5x a week.
zoloft.Post124.Sentence9	Slowly I noticed my mood feeling better.
zoloft.Post124.Sentence10	Feeling happier.
zoloft.Post124.Sentence11	More easy going.
zoloft.Post124.Sentence12	Also, my feeling of being able to trust others improved (guess I had mild paranoia that I didnt know I had).
zoloft.Post124.Sentence13	I love the effects of this med, except that now I am noticing weight gain (7lbs in last 2 mo.)
zoloft.Post124.Sentence14	thats not coming off with diet and exercise, so I am switching to Wellbutrin SR, and hopefully will have success with my mood and get back to a body fat % I am happy with.
zoloft.Post124.Sentence15	It gets a "4" because of weight gain and how long it took to work (2 months).
zoloft.Post124.Sentence16	Otherwise, it's a 5.
zoloft.Post125.Sentence1	Jittery , clenching/ grinding teeth , insomnia , lack of libido .
zoloft.Post125.Sentence2	It certainly works for what I'm taking it for, but sometimes it can be very hard to handle the side effects I experience with it.
zoloft.Post126.Sentence1	Severe diarrhea , which caused bad abdominal cramping .
zoloft.Post126.Sentence2	It worked better than any other medication I have ever taken for depression .
zoloft.Post126.Sentence3	Only had to stop it because the diarrhea never stopped .
zoloft.Post127.Sentence1	only experienced side effects such as Nausea for the first week or two of taking this medication.
zoloft.Post127.Sentence2	Though I do have extreme withdrawal symptoms if I skip more than one day.
zoloft.Post127.Sentence3	Withdrawal for me is being dizzy and extremely sleepy.
zoloft.Post127.Sentence4	This medication is supposedly supposed to help with anxiety , but for me, I have to take a second medication for that.
zoloft.Post128.Sentence1	These are side effects that continued throughout treatment with the drug.
zoloft.Post128.Sentence2	tiredness , increase in alcohol abuse/depenence (not near as bad as paxil), slightly decreased sexual desire (again not nearly as bad as paxil), somewhat decrease in energy , occasional euphoria .
zoloft.Post128.Sentence3	compared to paxil, zoloft reacts much better with me.
zoloft.Post128.Sentence4	I've been on and off of zoloft for a lot of years, and it has helped fairly well.
zoloft.Post128.Sentence5	However, it seemed to lose effectiveness after a few months.
zoloft.Post128.Sentence6	Then i had to increase the dosage (up from 50 mg).
zoloft.Post128.Sentence7	This always made me a little bit manicky .
zoloft.Post128.Sentence8	Now that i just started back on it, i'm experiencing the usual side effects when starting( tiredness , nausea , constipation , flucuations in mood and appetite, sweating ).
zoloft.Post128.Sentence9	These subsided for me after about a week previous times i've been on it.
zoloft.Post128.Sentence10	It's a good first stab at trying an ssri in my opinion.
zoloft.Post128.Sentence11	if you are starting zoloft, start at low dosages and increase only if needed.
zoloft.Post128.Sentence12	Less is more.
zoloft.Post128.Sentence13	*Note* I am not a medical professional and have no medical training.
zoloft.Post128.Sentence14	This information is simply compiled from personal experience and remember that everyone reacts differently to these drugs so you may experience some/all/none ,or have other side effects i didn't mention.
zoloft.Post129.Sentence1	sleeping a lot , low energy , sometimes hungry sometimes not, jaw grinding quite a bit , feeling ok then really down unexpectedly, sometimes not able to sleep until 4am , not much feeling down below , want to express myself and cry but can't , dry mouth sometimes , cigarettes don't taste as good , alchohol cravings sometimes , zombie like feeling but this improved on taking med at night.
zoloft.Post129.Sentence2	6 weeks now and today i am starting 100mg dose, previously 50) Generally feeling better but will comment again in due course.
zoloft.Post129.Sentence3	There is light at the end of the tunnel.
zoloft.Post130.Sentence1	Initially, some insomnia which subsided.
zoloft.Post130.Sentence2	Long term: low libido, fatigue.
zoloft.Post130.Sentence3	I currently take 200mg.
zoloft.Post130.Sentence4	Zoloft has made all the difference in my life: I'm no longer depressed .
zoloft.Post130.Sentence5	The anxiety I experience is somewhat resistant, however, and Zoloft isn't really helping.
zoloft.Post130.Sentence6	My doctor has prescribed a very low dose of Seroquel (off-label) to help the anxiety , but I haven't taken it.
zoloft.Post130.Sentence7	Its an antipsychotic with lots of serious side effects (I'm not psychotic).
zoloft.Post130.Sentence8	So, I may need to try a different SSRI to see if it will help with the anxiety .
zoloft.Post131.Sentence1	Memory loss , sweating .
zoloft.Post131.Sentence2	I started taking 50 mg per day after a car accident that left me with a back injury.
zoloft.Post131.Sentence3	I am now up to 200 mg per day of Zoloft and I can say I no longer dwell on certain things, but I worry about other things more.
zoloft.Post131.Sentence4	I have a high tolerence to meds, I also take 2000-3000 mg lortab per day for pain and it just barely takes the edge off.
zoloft.Post131.Sentence5	I also take flexeril 4 times a day and take 10mg of Ambien nightly to sleep, and a blood pressure pill daily (I am not overweight).
zoloft.Post131.Sentence6	Even with all this I function normally & I am self employed, which is extremely stressful.
zoloft.Post131.Sentence7	No one who knows me would ever believe I take this much medication!
zoloft.Post131.Sentence8	I would love to say Zoloft is a life saver but it only slightly helps me.
zoloft.Post131.Sentence9	If I miss a dose though, I feel like I have little lightening strikes in my head.
zoloft.Post131.Sentence10	Overall, it does help some, but I have not tried to come off of it, YET!
zoloft.Post132.Sentence1	helped me alot.
zoloft.Post132.Sentence2	Helped a great deal then put on the generic and had a totally negative reaction.
zoloft.Post132.Sentence3	I had terrible panic and anxiety .
zoloft.Post132.Sentence4	Now my dr put me back on name brand He puts on script that it is medically necesary so my ins covers it.
zoloft.Post132.Sentence5	Believe me the generic vs the name brand makes a big difference.
zoloft.Post133.Sentence1	Sexual side effects .
zoloft.Post133.Sentence2	Virtually impossible to ejaculate .
zoloft.Post134.Sentence1	gained 5lbs , decreased sexual desire .
zoloft.Post134.Sentence2	I was on 50mg for 8 years, after a while it wasn't helping so the doc increased it and I am much happier now.
zoloft.Post134.Sentence3	Really very few side effects-I think it's great.
zoloft.Post135.Sentence1	None at first, but over time I realized 1) I had gained 50 lbs in the last 3 years, 2) I had anxiety attack s that I previously never had , 3) Restless Leg Syndrome , 4) Sweaty and HOT nearly all of the time.
zoloft.Post135.Sentence2	5) Still had several months during the year when I was fatigued and too tired to function.
zoloft.Post135.Sentence3	I stopped taking Zoloft because I was still having several months out of the year when I felt like it wasn't helping - I had no motivation and just wanted to sleep all day .
zoloft.Post135.Sentence4	Plus, in the last year, I experienced anxiety attacks more frequently which slowly created phobias I never had before.
zoloft.Post135.Sentence5	The last straw was feeling hot all of the time .
zoloft.Post135.Sentence6	People look at you strange when you wear short sleeves in 40 degree weather .
zoloft.Post135.Sentence7	;) HOWEVER, it did help a majority of the time, especially in the first 2 years.
zoloft.Post135.Sentence8	It helped get rid of the depression yet I still felt completely myself - not like a zombie at all.
zoloft.Post135.Sentence9	It was mild enough that I could switch the dosages when I had a bad "phase" (maybe SAD?)
zoloft.Post135.Sentence10	without any immediate side effects.
zoloft.Post135.Sentence11	Thought it was a miracle drug at first!
zoloft.Post135.Sentence12	Unfortunately, the side effects began to be too much for it to be worth it.
zoloft.Post135.Sentence13	Currently in the process of switching over to Wellbutrin XL.
zoloft.Post136.Sentence1	IT SAVED MY LIFE
zoloft.Post137.Sentence1	At greater then 50 mg experience sexual side effects .
zoloft.Post137.Sentence2	Bad vivid dreams .
zoloft.Post137.Sentence3	Been on 50 mg for 10 years.
zoloft.Post137.Sentence4	I am sure it probably isn't doing anything for me except a crutch.
zoloft.Post137.Sentence5	If I increase to 100 I have sexual side effects immediate.
zoloft.Post137.Sentence6	It helped a lot at the beginning when I had anxiety attacks and depression .
zoloft.Post137.Sentence7	Really can affect sleep .
zoloft.Post137.Sentence8	Have many dreams , usually bad, that sometimes can not determine from reality.
zoloft.Post138.Sentence1	Decreased libido and insomnia .
zoloft.Post139.Sentence1	Headaches & mild nausea for a few hours after taking it for the first few weeks.
zoloft.Post139.Sentence2	Both subsided in a couple of weeks.
zoloft.Post139.Sentence3	I experience some drowsiness so I take it at night.
zoloft.Post139.Sentence4	I started taking zoloft for depression and insomnia .
zoloft.Post139.Sentence5	Thankfully, it took care of insomnia from the very first night.
zoloft.Post139.Sentence6	I had the best sleep I'd had in months.
zoloft.Post139.Sentence7	Now, after taking it for 9 months or so, I still sleep deeply (this can be both a blessing and a curse).
zoloft.Post139.Sentence8	For the first couple of weeks, I'd get headaches and have mild nausea after taking the pill.
zoloft.Post139.Sentence9	But again, that stopped after about two weeks.
zoloft.Post139.Sentence10	During the first 6 to 8 weeks on zoloft, I couldn't remember any of my dreams.
zoloft.Post139.Sentence11	But they came back after that - as colorful as before.
zoloft.Post139.Sentence12	I read where others have experienced vivid dreams as a side effect, but I've always dreamed pretty vividly so this doesn't bother me.
zoloft.Post139.Sentence13	I do still get the drowsiness about an hour after I take it, so I take it at night.
zoloft.Post139.Sentence14	For the first 3 or 4 months, I noticed a slight decrease in libido, but at this point my sex drive is back in full force plus some.
zoloft.Post139.Sentence15	Zoloft helped me a great deal, really helped me get out of a deep depression .
zoloft.Post139.Sentence16	In a few months my doctor and I hav
zoloft.Post140.Sentence1	weight gain that I cannot shake, but other than that it is much easier staying on an even keel in my PM week, and my family doesn't have to tolerate an anxious B**** who wants nothing but to run away during that week.
zoloft.Post141.Sentence1	Started w/ 50MG to build up to 100/day and during first week period experienced horrible side effects; tremors , nausea , etc After that week, no side effects whatsoever.
zoloft.Post141.Sentence2	Only long term effect is that I can't cry - literally.
zoloft.Post141.Sentence3	not that I'd want to be cry often but it is a good stress relief and now, nothing.
zoloft.Post141.Sentence4	Overall I'm glad I'm on it, have been for around 4-5 years now.
zoloft.Post141.Sentence5	I can tell I get less angry at things and sometimes less sad - the only complaint is not being able to express sadness .
zoloft.Post141.Sentence6	I'd still recommend at least giving it a shot.
zoloft.Post142.Sentence1	tremor (especially in hands) , zombie feeling at too high a dosage, tiredness , lack of energy , numbing .
zoloft.Post142.Sentence2	Zoloft has helped me a great deal since I began taking it 10 years ago.
zoloft.Post142.Sentence3	It worked well but then I decided to try and get off of it .
zoloft.Post142.Sentence4	I tapered down from 75mg very carefully and slowly.
zoloft.Post142.Sentence5	At first, it felt great - I felt happier and better than I had since beginning the medication, and continued to feel that way emotionally until I reached 0mg.
zoloft.Post142.Sentence6	About a week later, however, the withdrawal hit and it was HORRIBLE.
zoloft.Post142.Sentence7	I was rapid cycling between being "okay" and crying uncontrollably about nothing, my anxiety was absolutely awful, I had a headache from hell, I was irritable and actually ANGRY at everyone and everything in spite of never having an anger problem in my life, and everything felt hopeless to me.
zoloft.Post142.Sentence8	I eventually struggled with whether it was withdrawal or the original problem, but then at my lowest point I decided to take 12.5mg and within two hours EVERY problem went away.
zoloft.Post142.Sentence9	This tells me (and my doctors) that what I had been feeling was the withdrawal, and not the or
